adresse
"7.0  RUE CHARLOT, Paris 3.0"
"125.0  RUE VIEILLE DU TEMPLE, Paris 3.0"
"4.0  RUE THORIGNY, Paris 3.0"
"25.0  RUE SURCOUF, Paris 7.0"
"71.0  BD MENILMONTANT, Paris 11.0"
"28.0  RUE SAINT GILLES, Paris 3.0"
"21.0  AV CARNOT, Paris 17.0"
"10.0  RUE OLIVE, Paris 18.0"
"65.0  BD ORNANO, Paris 18.0"
"68.0  RUE PYRENEES, Paris 20.0"
"116.0  BD DIDEROT, Paris 12.0"
"199.0  RUE TEMPLE, Paris 3.0"
"2.0  GAL NEMOURS, Paris 1.0"
"9.0  BD BEAUMARCHAIS, Paris 4.0"
"24.0  PL MADELEINE, Paris 8.0"
"27.0  RUE LE PELETIER, Paris 9.0"
"1.0 V RTE PORTE DAUPHINE A LA PORTE DES SABLONS, Paris 16.0"
"13.0  RUE THIONVILLE, Paris 19.0"
"108.0  AV FLANDRE, Paris 19.0"
"38.0  RUE MATHIS, Paris 19.0"
"165.0  BD SERURIER, Paris 19.0"
"5.0  RUE CARON, Paris 4.0"
"2.0  PL VOSGES, Paris 4.0"
"1.0  RUE MONTREUIL, Paris 11.0"
"2.0  RUE PERDONNET, Paris 10.0"
"1.0  RUE LOUIS GANNE, Paris 20.0"
"6.0  RUE GAMBEY, Paris 11.0"
"9.0  RUE DELOUVAIN, Paris 19.0"
"100.0  RUE FAUBOURG DU TEMPLE, Paris 11.0"
"102.0  RUE LA FAYETTE, Paris 10.0"
"33.0  RUE SAINT MAUR, Paris 11.0"
"147.0  BD BRUNE, Paris 14.0"
"4.0  RUE ROI DE SICILE, Paris 4.0"
"6.0  RUE HARPE, Paris 5.0"
"4.0  PL RAOUL DAUTRY, Paris 15.0"
"37.0  RUE CAMBON, Paris 1.0"
"116.0  RUE CRIMEE, Paris 19.0"
"134.0  RUE LOURMEL, Paris 15.0"
"6.0  RUE CLICHY, Paris 9.0"
"56.0  BD STRASBOURG, Paris 10.0"
"8.0  RUE COLONEL PIERRE AVIA, Paris 15.0"
"2.0  BD PALAIS, Paris 1.0"
"20.0  QU LOUVRE, Paris 1.0"
"28.0  QU LOUVRE, Paris 1.0"
"8.0  RUE BAILLET, Paris 1.0"
"33.0  RUE SAINT DENIS, Paris 1.0"
"2.0  RUE ROULE, Paris 1.0"
"7.0  RUE PROUVAIRES, Paris 1.0"
"6.0  RUE ORATOIRE, Paris 1.0"
"117.0  RUE SAINT DENIS, Paris 1.0"
"11.0  RUE PIERRE LESCOT, Paris 1.0"
"46.0  RUE CROIX DES PETITS CHAMPS, Paris 1.0"
"1.0  RUE PIERRE LESCOT, Paris 1.0"
"1.0  RUE PIERRE LESCOT, Paris 1.0"
"7.0  RUE PETITS CHAMPS, Paris 1.0"
"157.0  RUE SAINT HONORE, Paris 1.0"
"1.0  AV OPERA, Paris 1.0"
"11.0  RUE SAINTE ANNE, Paris 1.0"
"61.0  RUE PETITS CHAMPS, Paris 1.0"
"3.0  RUE PYRAMIDES, Paris 1.0"
"205.0  RUE SAINT HONORE, Paris 1.0"
"5.0  RUE DANIELLE CASANOVA, Paris 1.0"
"15.0  RUE DANIELLE CASANOVA, Paris 1.0"
"36.0  RUE MONT THABOR, Paris 1.0"
"23.0  BD CAPUCINES, Paris 2.0"
"32.0  AV OPERA, Paris 2.0"
"4.0  RUE PORT MAHON, Paris 2.0"
"23.0  RUE ANTIN, Paris 2.0"
"18.0  RUE LA MICHODIERE, Paris 2.0"
"12.0  RUE MONSIGNY, Paris 2.0"
"6.0  RUE LA MICHODIERE, Paris 2.0"
"57.0  RUE SAINTE ANNE, Paris 2.0"
"59.0  RUE RICHELIEU, Paris 2.0"
"11.0  BD MONTMARTRE, Paris 2.0"
"10.0  RUE FEYDEAU, Paris 2.0"
"4.0  RUE PETITS CHAMPS, Paris 2.0"
"121.0  RUE REAUMUR, Paris 2.0"
"65.0  RUE MONTMARTRE, Paris 2.0"
"46.0  RUE MONTMARTRE, Paris 2.0"
"4.0  RUE BACHAUMONT, Paris 2.0"
"14.0  RUE BACHAUMONT, Paris 2.0"
"3.0  RUE MULHOUSE, Paris 2.0"
"9.0  BD POISSONNIERE, Paris 2.0"
"95.0  RUE ABOUKIR, Paris 2.0"
"33.0  RUE ALEXANDRIE, Paris 2.0"
"47.0  RUE CAIRE, Paris 2.0"
"11.0  RUE TRACY, Paris 2.0"
"73.0  RUE TURBIGO, Paris 3.0"
"15.0  RUE VERTBOIS, Paris 3.0"
"306.0  RUE SAINT MARTIN, Paris 3.0"
"9.0  BD SAINT MARTIN, Paris 3.0"
"23.0  RUE BRETAGNE, Paris 3.0"
"36.0  RUE CHARLOT, Paris 3.0"
"24.0  RUE POITOU, Paris 3.0"
"42.0  RUE BRETAGNE, Paris 3.0"
"33.0  BD TEMPLE, Paris 3.0"
"6.0  RUE CORDERIE, Paris 3.0"
"1.0  BD TEMPLE, Paris 3.0"
"120.0  RUE TURENNE, Paris 3.0"
"5.0  RUE COMMINES, Paris 3.0"
"14.0  RUE FROISSART, Paris 3.0"
"57.0  BD BEAUMARCHAIS, Paris 3.0"
"34.0  RUE FRANCS BOURGEOIS, Paris 3.0"
"55.0  RUE TURENNE, Paris 3.0"
"83.0  RUE TURENNE, Paris 3.0"
"10.0  RUE SAINTONGE, Paris 3.0"
"11.0  RUE PASTOURELLE, Paris 3.0"
"48.0  RUE FRANCS BOURGEOIS, Paris 3.0"
"14.0  RUE RAMBUTEAU, Paris 3.0"
"80.0  RUE BEAUBOURG, Paris 3.0"
"21.0  RUE GRAVILLIERS, Paris 3.0"
"85.0  RUE TEMPLE, Paris 3.0"
"176.0  RUE SAINT MARTIN, Paris 3.0"
"73.0  RUE SAINT MARTIN, Paris 4.0"
"11.0  RUE ARCHIVES, Paris 4.0"
"5.0  RUE TEMPLE, Paris 4.0"
"13.0  RUE RIVOLI, Paris 4.0"
"24.0  QU CELESTINS, Paris 4.0"
"113.0  RUE SAINT ANTOINE, Paris 4.0"
"26.0  RUE RIVOLI, Paris 4.0"
"2.0  RUE ARCHIVES, Paris 4.0"
"20.0  RUE SAINTE CROIX DE LA BRETONNERIE, Paris 4.0"
"4.0  RUE SAINTE CROIX DE LA BRETONNERIE, Paris 4.0"
"19.0  RUE SAINTE CROIX DE LA BRETONNERIE, Paris 4.0"
"24.0  RUE VIEILLE DU TEMPLE, Paris 4.0"
"6.0  RUE MALHER, Paris 4.0"
"28.0  RUE SEVIGNE, Paris 4.0"
"45.0  BD HENRI IV, Paris 4.0"
"9.0  RUE JACQUES COEUR, Paris 4.0"
"11.0  RUE JACQUES COEUR, Paris 4.0"
"3.0  BD BOURDON, Paris 4.0"
"21.0  RUE LE REGRATTIER, Paris 4.0"
"78.0  RUE SAINT LOUIS EN L ILE, Paris 4.0"
"19.0  RUE FREDERIC SAUTON, Paris 5.0"
"2.0 B RUE ECOLES, Paris 5.0"
"29.0  RUE MONGE, Paris 5.0"
"65.0  RUE MONGE, Paris 5.0"
"27.0  RUE BOULANGERS, Paris 5.0"
"31.0  RUE MONGE, Paris 5.0"
"47.0  RUE MONGE, Paris 5.0"
"53.0  RUE MONGE, Paris 5.0"
"24.0  RUE GEOFFROY SAINT HILAIRE, Paris 5.0"
"28.0  BD HOPITAL, Paris 5.0"
"32.0  BD HOPITAL, Paris 5.0"
"6.0  RUE FOSSES SAINT MARCEL, Paris 5.0"
"25.0  RUE GEOFFROY SAINT HILAIRE, Paris 5.0"
"11.0  RUE LARREY, Paris 5.0"
"76.0  BD SAINT MARCEL, Paris 5.0"
"41.0  RUE FER A MOULIN, Paris 5.0"
"110.0  RUE MONGE, Paris 5.0"
"35.0  RUE DAUBENTON, Paris 5.0"
"102.0  RUE MONGE, Paris 5.0"
"66.0  RUE MONGE, Paris 5.0"
"26.0  RUE MOUFFETARD, Paris 5.0"
"4.0 B RUE ARBALETE, Paris 5.0"
"13.0  RUE LYONNAIS, Paris 5.0"
"8.0  RUE GAY LUSSAC, Paris 5.0"
"8.0  RUE GAY LUSSAC, Paris 5.0"
"72.0  RUE MOUFFETARD, Paris 5.0"
"1.0  RUE FOSSES SAINT JACQUES, Paris 5.0"
"22.0  RUE CARMES, Paris 5.0"
"3.0  RUE LATRAN, Paris 5.0"
"3.0  QU SAINT MICHEL, Paris 5.0"
"15.0  QU SAINT MICHEL, Paris 5.0"
"7.0  PL SAINT MICHEL, Paris 5.0"
"16.0  RUE GUENEGAUD, Paris 6.0"
"53.0  RUE SEINE, Paris 6.0"
"49.0  RUE DAUPHINE, Paris 6.0"
"6.0  RUE ANDRE MAZET, Paris 6.0"
"22.0  BD SAINT MICHEL, Paris 6.0"
"24.0  BD SAINT MICHEL, Paris 6.0"
"27.0  RUE SEINE, Paris 6.0"
"16.0  RUE VAUGIRARD, Paris 6.0"
"16.0  RUE MONSIEUR LE PRINCE, Paris 6.0"
"87.0  BD SAINT GERMAIN, Paris 6.0"
"10.0  RUE QUATRE VENTS, Paris 6.0"
"76.0  RUE SEINE, Paris 6.0"
"28.0  RUE SAINT SULPICE, Paris 6.0"
"127.0  BD SAINT GERMAIN, Paris 6.0"
"15.0  RUE FOUR, Paris 6.0"
"62.0  RUE VAUGIRARD, Paris 6.0"
"15.0  RUE MEZIERES, Paris 6.0"
"7.0  RUE FLEURUS, Paris 6.0"
"26.0  RUE VAVIN, Paris 6.0"
"51.0  RUE CHERCHE MIDI, Paris 6.0"
"79.0 B RUE VAUGIRARD, Paris 6.0"
"23.0  BD MONTPARNASSE, Paris 6.0"
"128.0  RUE VAUGIRARD, Paris 6.0"
"16.0  RUE ASSAS, Paris 6.0"
"108.0  RUE RENNES, Paris 6.0"
"11.0  RUE COETLOGON, Paris 6.0"
"102.0  RUE RENNES, Paris 6.0"
"8.0  RUE CHERCHE MIDI, Paris 6.0"
"24.0  RUE CHERCHE MIDI, Paris 6.0"
"14.0  RUE DRAGON, Paris 6.0"
"153.0  BD SAINT GERMAIN, Paris 6.0"
"52.0  RUE BONAPARTE, Paris 6.0"
"38.0  RUE JACOB, Paris 6.0"
"21.0  QU MALAQUAIS, Paris 6.0"
"7.0  RUE SAINTS PERES, Paris 6.0"
"13.0  RUE BEAUNE, Paris 7.0"
"50.0  RUE UNIVERSITE, Paris 7.0"
"10.0  RUE BAC, Paris 7.0"
"218.0  BD SAINT GERMAIN, Paris 7.0"
"200.0  BD SAINT GERMAIN, Paris 7.0"
"179.0  BD SAINT GERMAIN, Paris 7.0"
"193.0  BD SAINT GERMAIN, Paris 7.0"
"65.0  RUE BAC, Paris 7.0"
"62.0  RUE BAC, Paris 7.0"
"2.0  RUE CHOMEL, Paris 7.0"
"4.0  RUE BABYLONE, Paris 7.0"
"55.0  RUE BOURGOGNE, Paris 7.0"
"23.0  RUE LAS CASES, Paris 7.0"
"13.0  BD LA TOUR MAUBOURG, Paris 7.0"
"27.0  AV DUQUESNE, Paris 7.0"
"3.0  AV DUQUESNE, Paris 7.0"
"109.0 B RUE SAINT DOMINIQUE, Paris 7.0"
"5.0  AV RAPP, Paris 7.0"
"20.0  RUE CHAMP DE MARS, Paris 7.0"
"15.0 B RUE MARIGNAN, Paris 8.0"
"27.0  RUE MARBEUF, Paris 8.0"
"10.0  RUE MARBEUF, Paris 8.0"
"11.0  RUE DARU, Paris 8.0"
"16.0  AV HOCHE, Paris 8.0"
"25.0  AV HOCHE, Paris 8.0"
"140.0  AV CHAMPS ELYSEES, Paris 8.0"
"5.0  RUE BERRI, Paris 8.0"
"46.0  RUE PONTHIEU, Paris 8.0"
"32.0  RUE BERRI, Paris 8.0"
"84.0  AV CHAMPS ELYSEES, Paris 8.0"
"91.0  RUE LA BOETIE, Paris 8.0"
"3.0  AV MATIGNON, Paris 8.0"
"89.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"49.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"3.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"27.0  BD MADELEINE, Paris 8.0"
"16.0  RUE ROYALE, Paris 8.0"
"13.0  RUE VIGNON, Paris 8.0"
"12.0  RUE CASTELLANE, Paris 8.0"
"28.0  RUE BOISSY D ANGLAS, Paris 8.0"
"60.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"82.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"2.0  RUE PENTHIEVRE, Paris 8.0"
"20.0 B RUE LA BOETIE, Paris 8.0"
"120.0  BD HAUSSMANN, Paris 8.0"
"7.0  RUE ROY, Paris 8.0"
"28.0  RUE PEPINIERE, Paris 8.0"
"110.0  RUE MIROMESNIL, Paris 8.0"
"12.0  RUE COPENHAGUE, Paris 8.0"
"5.0  PL DUBLIN, Paris 8.0"
"37.0  BD BATIGNOLLES, Paris 8.0"
"21.0  BD BATIGNOLLES, Paris 8.0"
"67.0  RUE AMSTERDAM, Paris 8.0"
"72.0  RUE AMSTERDAM, Paris 9.0"
"59.0  RUE BLANCHE, Paris 9.0"
"6.0  RUE VINTIMILLE, Paris 9.0"
"62.0  RUE SAINT LAZARE, Paris 9.0"
"57.0  RUE NOTRE DAME DE LORETTE, Paris 9.0"
"37.0  RUE LA BRUYERE, Paris 9.0"
"31.0  RUE PIERRE FONTAINE, Paris 9.0"
"57.0  RUE MARTYRS, Paris 9.0"
"28.0  RUE NAVARIN, Paris 9.0"
"3.0  RUE VICTOR MASSE, Paris 9.0"
"2.0  RUE SAINT LAZARE, Paris 9.0"
"10.0  RUE FROCHOT, Paris 9.0"
"98.0  RUE SAINT LAZARE, Paris 9.0"
"54.0  RUE TAITBOUT, Paris 9.0"
"44.0  RUE CHAUSSEE D ANTIN, Paris 9.0"
"66.0  RUE PROVENCE, Paris 9.0"
"8.0  RUE JOUBERT, Paris 9.0"
"19.0  RUE JOUBERT, Paris 9.0"
"99.0  RUE SAINT LAZARE, Paris 9.0"
"109.0  RUE SAINT LAZARE, Paris 9.0"
"19.0  RUE MATHURINS, Paris 9.0"
"5.0  RUE GRANGE BATELIERE, Paris 9.0"
"10.0  BD MONTMARTRE, Paris 9.0"
"44.0  RUE FAUBOURG MONTMARTRE, Paris 9.0"
"6.0  RUE CADET, Paris 9.0"
"8.0  RUE CADET, Paris 9.0"
"10.0  RUE SAULNIER, Paris 9.0"
"3.0  RUE BOULE ROUGE, Paris 9.0"
"30.0  RUE FAUBOURG MONTMARTRE, Paris 9.0"
"47.0  RUE FAUBOURG POISSONNIERE, Paris 9.0"
"13.0  RUE MONTHOLON, Paris 9.0"
"44.0  RUE LAMARTINE, Paris 9.0"
"67.0  RUE ROCHECHOUART, Paris 9.0"
"57.0  BD ROCHECHOUART, Paris 9.0"
"72.0  RUE ROCHECHOUART, Paris 9.0"
"10.0  RUE THIMONNIER, Paris 9.0"
"20.0  RUE ABBEVILLE, Paris 9.0"
"19.0  RUE CONDORCET, Paris 9.0"
"35.0  RUE MAUBEUGE, Paris 9.0"
"11.0  RUE ROCHECHOUART, Paris 9.0"
"43.0  RUE DUNKERQUE, Paris 10.0"
"36.0  RUE DUNKERQUE, Paris 10.0"
"27.0  RUE ROCROY, Paris 10.0"
"9.0  BD DENAIN, Paris 10.0"
"5.0  RUE CAIL, Paris 10.0"
"158.0  RUE FAUBOURG SAINT DENIS, Paris 10.0"
"10.0  RUE HUIT MAI 1945, Paris 10.0"
"24.0  RUE CHABROL, Paris 10.0"
"28.0  RUE CHABROL, Paris 10.0"
"85.0 B BD MAGENTA, Paris 10.0"
"85.0 B BD MAGENTA, Paris 10.0"
"9.0  RUE ECHIQUIER, Paris 10.0"
"8.0  RUE PETITES ECURIES, Paris 10.0"
"2.0  RUE PARADIS, Paris 10.0"
"53.0  RUE CHABROL, Paris 10.0"
"46.0  RUE FAUBOURG SAINT DENIS, Paris 10.0"
"18.0  RUE FAUBOURG SAINT DENIS, Paris 10.0"
"85.0  BD MAGENTA, Paris 10.0"
"1.0  RUE FAUBOURG SAINT MARTIN, Paris 10.0"
"38.0  BD STRASBOURG, Paris 10.0"
"90.0  RUE FAUBOURG SAINT MARTIN, Paris 10.0"
"37.0  BD MAGENTA, Paris 10.0"
"51.0  BD MAGENTA, Paris 10.0"
"30.0  RUE CHATEAU D EAU, Paris 10.0"
"24.0  RUE RENE BOULANGER, Paris 10.0"
"140.0  RUE FAUBOURG SAINT MARTIN, Paris 10.0"
"24.0  RUE LUCIEN SAMPAIX, Paris 10.0"
"54.0  RUE RENE BOULANGER, Paris 10.0"
"204.0  RUE FAUBOURG SAINT MARTIN, Paris 10.0"
"23.0  RUE GRANGE AUX BELLES, Paris 10.0"
"26.0  RUE SAMBRE ET MEUSE, Paris 10.0"
"23.0  RUE SAINTE MARTHE, Paris 10.0"
"25.0  BD VILLETTE, Paris 10.0"
"180.0  RUE SAINT MAUR, Paris 10.0"
"211.0  RUE SAINT MAUR, Paris 10.0"
"38.0  RUE BICHAT, Paris 10.0"
"100.0  RUE FAUBOURG DU TEMPLE, Paris 11.0"
"115.0  RUE OBERKAMPF, Paris 11.0"
"99.0  RUE OBERKAMPF, Paris 11.0"
"98.0  AV PARMENTIER, Paris 11.0"
"138.0  AV PARMENTIER, Paris 11.0"
"153.0  RUE LEGENDRE, Paris 17.0"
"13.0  RUE FONTAINE AU ROI, Paris 11.0"
"135.0  AV PARMENTIER, Paris 11.0"
"20.0  RUE PIERRE LEVEE, Paris 11.0"
"7.0 B RUE TROIS BORNES, Paris 11.0"
"31.0  AV REPUBLIQUE, Paris 11.0"
"123.0  BD RICHARD LENOIR, Paris 11.0"
"31.0  BD VOLTAIRE, Paris 11.0"
"25.0  RUE JEAN PIERRE TIMBAUD, Paris 11.0"
"10.0  BD TEMPLE, Paris 11.0"
"1.0  BD BELLEVILLE, Paris 11.0"
"13.0  RUE TERNAUX, Paris 11.0"
"69.0  AV PARMENTIER, Paris 11.0"
"53.0  AV REPUBLIQUE, Paris 11.0"
"108.0  AV REPUBLIQUE, Paris 11.0"
"99.0  RUE CHEMIN VERT, Paris 11.0"
"12.0  RUE SAINT AMBROISE, Paris 11.0"
"17.0 B AV PARMENTIER, Paris 11.0"
"48.0  BD RICHARD LENOIR, Paris 11.0"
"44.0  BD VOLTAIRE, Paris 11.0"
"72.0  BD BEAUMARCHAIS, Paris 11.0"
"33.0  BD RICHARD LENOIR, Paris 11.0"
"9.0  RUE SAINT SABIN, Paris 11.0"
"6.0  BD RICHARD LENOIR, Paris 11.0"
"120.0  BD VOLTAIRE, Paris 11.0"
"69.0  RUE FOLIE REGNAULT, Paris 11.0"
"150.0  RUE CHEMIN VERT, Paris 11.0"
"139.0  BD VOLTAIRE, Paris 11.0"
"149.0  BD VOLTAIRE, Paris 11.0"
"46.0  RUE GODEFROY CAVAIGNAC, Paris 11.0"
"77.0  RUE CHARONNE, Paris 11.0"
"156.0  AV LEDRU ROLLIN, Paris 11.0"
"1.0  PL PERE CHAILLET, Paris 11.0"
"41.0  RUE BASFROI, Paris 11.0"
"1.0  RUE KELLER, Paris 11.0"
"18.0  RUE TAILLANDIERS, Paris 11.0"
"7.0  CITE ROQUETTE, Paris 11.0"
"34.0  RUE LAPPE, Paris 11.0"
"24.0  RUE CHARONNE, Paris 11.0"
"108.0  AV LEDRU ROLLIN, Paris 11.0"
"114.0  AV LEDRU ROLLIN, Paris 11.0"
"32.0  RUE FAIDHERBE, Paris 11.0"
"7.0  RUE JEAN MACE, Paris 11.0"
"102.0  RUE CHARONNE, Paris 11.0"
"287.0  RUE FAUBOURG SAINT ANTOINE, Paris 11.0"
"124.0  RUE CHARONNE, Paris 11.0"
"11.0  AV BOUVINES, Paris 11.0"
"7.0  AV TAILLEBOURG, Paris 11.0"
"49.0  AV SAINT MANDE, Paris 12.0"
"116.0 B CRS VINCENNES, Paris 12.0"
"257.0  AV DAUMESNIL, Paris 12.0"
"111.0  AV GENERAL MICHEL BIZOT, Paris 12.0"
"125.0  RUE PICPUS, Paris 12.0"
"44.0  BD PICPUS, Paris 12.0"
"25.0  AV SAINT MANDE, Paris 12.0"
"19.0  BD PICPUS, Paris 12.0"
"87.0  RUE PICPUS, Paris 12.0"
"219.0  AV DAUMESNIL, Paris 12.0"
"227.0  AV DAUMESNIL, Paris 12.0"
"34.0 B RUE WATTIGNIES, Paris 12.0"
"18.0  RUE TAINE, Paris 12.0"
"23.0  RUE TAINE, Paris 12.0"
"1.0  BD REUILLY, Paris 12.0"
"27.0  RUE ERARD, Paris 12.0"
"43.0  RUE WATTIGNIES, Paris 12.0"
"216.0  RUE CHARENTON, Paris 12.0"
"250.0  RUE CHARENTON, Paris 12.0"
"2.0  PL LOUIS ARMAND, Paris 12.0"
"80.0  BD DIDEROT, Paris 12.0"
"101.0  RUE CHARENTON, Paris 12.0"
"4.0  PL ALIGRE, Paris 12.0"
"24.0  RUE COTTE, Paris 12.0"
"31.0  AV LEDRU ROLLIN, Paris 12.0"
"56.0  AV LEDRU ROLLIN, Paris 12.0"
"38.0  AV DAUMESNIL, Paris 12.0"
"9.0  PL ALIGRE, Paris 12.0"
"16.0  AV LEDRU ROLLIN, Paris 12.0"
"68.0  BD HOPITAL, Paris 13.0"
"63.0  AV GOBELINS, Paris 13.0"
"158.0  BD VINCENT AURIOL, Paris 13.0"
"131.0  BD VINCENT AURIOL, Paris 13.0"
"89.0 B RUE TOLBIAC, Paris 13.0"
"22.0  BD MASSENA, Paris 13.0"
"50.0  AV IVRY, Paris 13.0"
"62.0  RUE TOLBIAC, Paris 13.0"
"151.0  AV CHOISY, Paris 13.0"
"5.0  RUE FERNAND WIDAL, Paris 13.0"
"221.0  RUE TOLBIAC, Paris 13.0"
"185.0  RUE TOLBIAC, Paris 13.0"
"136.0  AV ITALIE, Paris 13.0"
"30.0  AV ITALIE, Paris 13.0"
"89.0  RUE GLACIERE, Paris 13.0"
"2.0  RUE BUTTE AUX CAILLES, Paris 13.0"
"4.0  RUE MOULIN DES PRES, Paris 13.0"
"119.0  AV CHOISY, Paris 13.0"
""
"31.0  BD ARAGO, Paris 13.0"
"53.0  BD ARAGO, Paris 13.0"
"4.0  RUE CAMPAGNE PREMIERE, Paris 14.0"
"142.0  BD MONTPARNASSE, Paris 14.0"
"41.0  RUE BEZOUT, Paris 14.0"
"7.0  RUE ALPHONSE DAUDET, Paris 14.0"
"126.0  BD BRUNE, Paris 14.0"
"128.0  AV GENERAL LECLERC, Paris 14.0"
"179.0  AV MAINE, Paris 14.0"
"185.0  AV MAINE, Paris 14.0"
"26.0  RUE BREZIN, Paris 14.0"
"23.0  RUE EDOUARD JACQUES, Paris 14.0"
"136.0  AV MAINE, Paris 14.0"
"45.0  RUE MAURICE RIPOCHE, Paris 14.0"
"16.0  RUE PLANTES, Paris 14.0"
"108.0  RUE ALESIA, Paris 14.0"
"151.0  RUE ALESIA, Paris 14.0"
"44.0  RUE PLANTES, Paris 14.0"
"119.0  RUE DIDOT, Paris 14.0"
"2.0  AV PORTE DIDOT, Paris 14.0"
"1.0  RUE RIDDER, Paris 14.0"
"161.0  RUE RAYMOND LOSSERAND, Paris 14.0"
"56.0  RUE RAYMOND LOSSERAND, Paris 14.0"
"166.0  RUE RAYMOND LOSSERAND, Paris 14.0"
"11.0  BD BRUNE, Paris 14.0"
"15.0  RUE OUEST, Paris 14.0"
"12.0  RUE OUEST, Paris 14.0"
"75.0  RUE LABROUSTE, Paris 15.0"
"12.0  RUE CHAUVELOT, Paris 15.0"
"25.0  RUE CRONSTADT, Paris 15.0"
"20.0  RUE VOUILLE, Paris 15.0"
"43.0  RUE OLIVIER DE SERRES, Paris 15.0"
"236.0  RUE CONVENTION, Paris 15.0"
"15.0  RUE OLIVIER DE SERRES, Paris 15.0"
"202.0  RUE CONVENTION, Paris 15.0"
"11.0  RUE LERICHE, Paris 15.0"
"236.0  RUE CROIX NIVERT, Paris 15.0"
"362.0 B RUE VAUGIRARD, Paris 15.0"
"175.0  RUE JAVEL, Paris 15.0"
"103.0  RUE BLOMET, Paris 15.0"
"22.0  RUE GERBERT, Paris 15.0"
"335.0  RUE VAUGIRARD, Paris 15.0"
"229.0  RUE CONVENTION, Paris 15.0"
"285.0  RUE VAUGIRARD, Paris 15.0"
"33.0  RUE GEORGES PITARD, Paris 15.0"
"43.0  BD PASTEUR, Paris 15.0"
"95.0  RUE CAMBRONNE, Paris 15.0"
"81.0  RUE LECOURBE, Paris 15.0"
"5.0  RUE VOLONTAIRES, Paris 15.0"
"8.0  RUE ROSA BONHEUR, Paris 15.0"
"31.0 B RUE MADEMOISELLE, Paris 15.0"
"31.0  RUE CAMBRONNE, Paris 15.0"
"22.0  RUE CAMBRONNE, Paris 15.0"
"3.0  RUE CROIX NIVERT, Paris 15.0"
"24.0  AV MAINE, Paris 15.0"
"45.0  RUE CAMBRONNE, Paris 15.0"
"45.0  AV LA MOTTE PICQUET, Paris 15.0"
"4.0  RUE LAOS, Paris 15.0"
"26.0  RUE LAOS, Paris 15.0"
"57.0  BD GRENELLE, Paris 15.0"
"51.0  RUE ROUELLE, Paris 15.0"
"21.0  RUE LOURMEL, Paris 15.0"
"1.0  RUE LOURMEL, Paris 15.0"
"27.0  RUE TIPHAINE, Paris 15.0"
"32.0  RUE COMMERCE, Paris 15.0"
"127.0  RUE THEATRE, Paris 15.0"
"65.0 B RUE ENTREPRENEURS, Paris 15.0"
"70.0  RUE LA JONQUIERE, Paris 17.0"
"84.0  RUE COMMERCE, Paris 15.0"
"9.0  RUE THEATRE, Paris 15.0"
"8.0  RUE SERRET, Paris 15.0"
"55.0  AV FELIX FAURE, Paris 15.0"
"272.0  RUE LECOURBE, Paris 15.0"
"90.0  RUE BALARD, Paris 15.0"
"60.0 B AV FELIX FAURE, Paris 15.0"
"96.0  RUE ENTREPRENEURS, Paris 15.0"
"81.0  RUE JAVEL, Paris 15.0"
"111.0  RUE SAINT CHARLES, Paris 15.0"
"73.0  RUE CONVENTION, Paris 15.0"
"26.0  RUE CONVENTION, Paris 15.0"
"14.0  BD VICTOR, Paris 15.0"
"128.0  AV FELIX FAURE, Paris 15.0"
"6.0  AV SAINT OUEN, Paris 18.0"
"33.0  AV VERSAILLES, Paris 16.0"
"137.0  AV VERSAILLES, Paris 16.0"
"134.0  BD MURAT, Paris 16.0"
"68.0  AV VERSAILLES, Paris 16.0"
"8.0  RUE COROT, Paris 16.0"
"1.0  RUE REMUSAT, Paris 16.0"
"6.0  RUE DONIZETTI, Paris 16.0"
"89.0  RUE JEAN DE LA FONTAINE, Paris 16.0"
"5.0  RUE PIERRE GUERIN, Paris 16.0"
"9.0  RUE AUTEUIL, Paris 16.0"
"62.0  RUE MICHEL ANGE, Paris 16.0"
"99.0  BD MONTMORENCY, Paris 16.0"
"107.0  BD EXELMANS, Paris 16.0"
"67.0  RUE AUTEUIL, Paris 16.0"
"37.0  RUE CHANEZ, Paris 16.0"
"88.0  AV MOZART, Paris 16.0"
"8.0  AV PRESIDENT KENNEDY, Paris 16.0"
"9.0  RUE PAUL SAUNIERE, Paris 16.0"
"24.0  RUE ANNONCIATION, Paris 16.0"
"53.0  RUE PASSY, Paris 16.0"
"49.0  RUE PASSY, Paris 16.0"
"5.0  RUE GUY DE MAUPASSANT, Paris 16.0"
"36.0  AV PAUL DOUMER, Paris 16.0"
"165.0  AV VICTOR HUGO, Paris 16.0"
"116.0  AV VICTOR HUGO, Paris 16.0"
"116.0  AV VICTOR HUGO, Paris 16.0"
"108.0  AV KLEBER, Paris 16.0"
"95.0  RUE LAURISTON, Paris 16.0"
"54.0  AV KLEBER, Paris 16.0"
"65.0  RUE LAURISTON, Paris 16.0"
"64.0  AV RAYMOND POINCARE, Paris 16.0"
"7.0  AV VICTOR HUGO, Paris 16.0"
"33.0  RUE LONGCHAMP, Paris 16.0"
"46.0  RUE GALILEE, Paris 16.0"
"16.0  RUE TILSITT, Paris 17.0"
